iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	tn93:kappaPur	tn93:kappaPyr	tn93:pi[A]	tn93:pi[C]	tn93:pi[G]	tn93:pi[T]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
5289	-6.908260633225374E2	12	151	3.9746634259550664E0	2.3657548242435256E-2	12	151	-6.908260633225374E2	-9.605726744567721E1	144	41	1.6003526788363271E0	2.74250857002598E0	2.049603716877727E-1	3.104957575127605E-1	3.160539062085341E-1	1.684899645909329E-1	1.6302464125074148E-2	-9.605726744567721E1	2.6865814535309838E0	1.9314722760816776E0	2.6865814535309838E0	1.9314722760816776E0	144	7.189330788921872E-1	41	-8.076931160527764E2	-1.1686705273023904E2
5290	-6.883374758984161E2	13	144	4.445823863318148E0	1.7853275828809027E-2	13	144	-6.883374758984161E2	-1.031063525716332E2	145	41	1.4786259952127487E0	2.37841274459495E0	2.049603716877727E-1	3.104957575127605E-1	3.160539062085341E-1	1.684899645909329E-1	3.4255582770684723E-3	-1.031063525716332E2	2.4196737743929875E0	2.0147504250171915E0	2.4196737743929875E0	2.0147504250171915E0	145	8.326537429710428E-1	41	-8.139558626361326E2	-1.2561838673771652E2
5291	-6.766592365040751E2	19	146	3.0914433358376714E0	3.8281829295025535E-2	19	146	-6.766592365040751E2	-1.35710967981932E2	149	50	1.3547417807938367E0	2.7204752733447894E0	2.049603716877727E-1	3.104957575127605E-1	3.160539062085341E-1	1.684899645909329E-1	2.0061414350929774E-2	-1.35710967981932E2	5.553325854177095E0	2.220012876607603E0	5.553325854177095E0	2.220012876607603E0	149	3.997627610736647E-1	50	-8.291895350045017E2	-1.525302985004266E2
5292	-6.704783397599535E2	14	141	3.9905995695596492E0	3.3197587450286156E-2	14	141	-6.704783397599535E2	-1.0644516096773319E2	141	35	1.1519769938971987E0	2.5080795151919486E0	2.1846211065350213E-1	2.8104476048166854E-1	3.2090390883481446E-1	1.7958922003001487E-1	5.002126666138438E-3	-1.0644516096773319E2	2.144714092557137E0	1.5851726894533253E0	2.144714092557137E0	1.5851726894533253E0	141	7.391067625071313E-1	35	-7.963167333601822E2	-1.2583839360022863E2
5293	-6.879724467068075E2	16	148	3.592291566343858E0	4.06135827709401E-2	16	148	-6.879724467068075E2	-1.1792392162373699E2	147	46	1.3137411067109304E0	2.938542794573151E0	2.2162579682613348E-1	2.951529810736131E-1	2.946167678855614E-1	1.8860445421469196E-1	1.0162806101394617E-2	-1.1792392162373699E2	1.6039368219018508E0	1.6092240683265782E0	1.6039368219018508E0	1.6092240683265782E0	147	1.0032964181335136E0	46	-8.298311797464327E2	-1.4185873303962515E2
5294	-6.903267950998032E2	17	153	2.2946499429051617E0	3.11496977632471E-2	17	153	-6.903267950998032E2	-1.1592184253936409E2	142	37	1.7697719151138211E0	2.8028659473934625E0	2.2124575303269323E-1	3.003582840627306E-1	2.901149275033347E-1	1.8828103540124166E-1	8.260408717733031E-4	-1.1592184253936409E2	6.458284001738585E0	2.000185060671867E0	6.458284001738585E0	2.000185060671867E0	142	3.097084395999638E-1	37	-8.245545908215087E2	-1.342277957217054E2
5295	-6.893647116486982E2	12	150	2.8066778137967163E0	2.552096481611932E-2	12	150	-6.893647116486982E2	-8.994296134387143E1	139	29	1.9064466197961365E0	1.6727412711344656E0	2.111341431557501E-1	2.893406247915567E-1	3.220708879540044E-1	1.7745434409868885E-1	1.301481044746051E-3	-8.994296134387143E1	3.183196611436539E0	1.8488651993665455E0	3.183196611436539E0	1.8488651993665455E0	139	5.808202964039266E-1	29	-7.981712345365494E2	-1.0880652288785122E2
5296	-6.933033622554502E2	11	153	2.3387002432995967E0	1.868165716649446E-2	11	153	-6.933033622554502E2	-8.745510118750099E1	138	29	8.514743955101877E-1	1.7802966013653942E0	2.0319485489625796E-1	2.92252601023601E-1	3.25312267457595E-1	1.7924027662254602E-1	2.966640924505467E-2	-8.745510118750099E1	5.181831901880574E0	1.9618944320962608E0	5.181831901880574E0	1.9618944320962608E0	138	3.7861020373591364E-1	29	-7.999812557290536E2	-1.0667789347360339E2
5297	-6.967477505851717E2	17	155	2.66390635665123E0	2.602295434065472E-2	17	155	-6.967477505851717E2	-1.3315221221518556E2	150	52	9.108886397994388E-1	1.3707031470563709E0	1.4820976272267689E-1	3.124200614171446E-1	3.477610745734472E-1	1.9160910128673123E-1	3.017632096336243E-1	-1.3315221221518556E2	1.1664387860744252E0	1.8891990093754856E0	1.1664387860744252E0	1.8891990093754856E0	150	1.6196297927758931E0	52	-8.571673509143988E2	-1.60419600329227E2
5298	-6.949502152671636E2	18	149	1.8224766634026452E0	3.0078434109320637E-2	18	149	-6.949502152671636E2	-1.2761425426890335E2	141	40	2.484144226471305E0	2.8722719614794956E0	1.7077500673436705E-1	2.8522513959325707E-1	3.2321786899410954E-1	2.2078198467826635E-1	1.9493661907061552E-1	-1.2761425426890335E2	3.0269200415143147E0	1.780440897525697E0	3.0269200415143147E0	1.780440897525697E0	141	5.882021570133625E-1	40	-8.380061101300654E2	-1.4305589486290185E2
5299	-6.852795735254492E2	15	148	2.978920476435488E0	2.446959840449008E-2	15	148	-6.852795735254492E2	-1.1117043545733935E2	139	38	2.050221553735278E0	2.3757472482258417E0	1.6744355589018947E-1	2.44662043001487E-1	3.7611232982731124E-1	2.1178207128101212E-1	3.597276606564656E-2	-1.1117043545733935E2	2.302499688824411E0	1.8180793010524663E0	2.302499688824411E0	1.8180793010524663E0	139	7.896110952269985E-1	38	-8.131549181762285E2	-1.2787534465077931E2
5300	-6.70543804075167E2	15	147	2.763337612760506E0	1.7904549524561598E-2	15	147	-6.70543804075167E2	-1.149048714552083E2	142	41	1.8851467328634797E0	2.5757427425749E0	1.6801789804079673E-1	2.9525790149154546E-1	2.811458149819104E-1	2.555783854857473E-1	4.337222979546377E-2	-1.149048714552083E2	1.9616331521443133E0	1.8301702698910565E0	1.9616331521443133E0	1.8301702698910565E0	142	9.329829422440423E-1	41	-8.046429005468879E2	-1.340990964717208E2
5301	-6.857786852454474E2	16	158	3.2340221697714835E0	1.8307752389857004E-2	16	158	-6.857786852454474E2	-1.1781755460920773E2	143	43	1.8001634759437057E0	2.5973720255655315E0	1.6801789804079673E-1	2.9525790149154546E-1	2.811458149819104E-1	2.555783854857473E-1	1.1380410490414315E-1	-1.1781755460920773E2	3.5429235307270006E0	2.0758244905093743E0	3.5429235307270006E0	2.0758244905093743E0	143	5.859072239370121E-1	43	-8.174197519490895E2	-1.3164106670364214E2
5302	-6.775486335620482E2	15	151	3.0429220544141535E0	2.280123989674184E-2	15	151	-6.775486335620482E2	-1.1147384406878179E2	143	38	1.5967144927979355E0	2.236478463685548E0	1.7287566825614778E-1	2.993819878710053E-1	3.482476489304804E-1	1.7949469494236653E-1	5.538057902076655E-1	-1.1147384406878179E2	2.6144885733738605E0	1.9320168862648603E0	2.6144885733738605E0	1.9320168862648603E0	143	7.389655116265028E-1	38	-8.060003866592159E2	-1.284517530971677E2
5303	-6.838532076946435E2	15	154	2.1831348914790967E0	4.347527808392428E-2	15	154	-6.838532076946435E2	-1.1897078565453486E2	146	44	1.3894673193488423E0	2.455841755332787E0	1.7287566825614778E-1	2.993819878710053E-1	3.482476489304804E-1	1.7949469494236653E-1	4.795131276295932E-2	-1.1897078565453486E2	9.181113958192616E-1	1.842081285937609E0	9.181113958192616E-1	1.842081285937609E0	146	2.0063810277551974E0	44	-8.259419822453934E2	-1.4208877455074992E2
5304	-6.744296768256054E2	21	148	2.9892910365867604E0	3.529341500092857E-2	21	148	-6.744296768256054E2	-1.4598735089869484E2	153	61	1.423368259329701E0	3.755313293303719E0	1.9966053602295739E-1	2.9521090403033573E-1	3.111661871098731E-1	1.9396237283683376E-1	2.118011000298446E-2	-1.4598735089869484E2	2.840316637161839E0	1.7328772814512263E0	2.840316637161839E0	1.7328772814512263E0	153	6.101000356012379E-1	61	-8.395744387925694E2	-1.6514476196696396E2
5305	-6.689697375792028E2	20	140	3.777518956973509E0	3.3347859514347995E-2	20	140	-6.689697375792028E2	-1.3977364059285813E2	150	57	1.4547942989163087E0	2.599272731100713E0	1.995314890455132E-1	2.950200998001533E-1	3.1096507047095584E-1	1.9448334068337764E-1	1.6148905660064816E-1	-1.3977364059285813E2	2.4720874738520835E0	1.8089772040392817E0	2.4720874738520835E0	1.8089772040392817E0	150	7.317610008437433E-1	57	-8.236208204359361E2	-1.5465108285673327E2
5306	-6.73980237209105E2	15	151	3.803204364166279E0	2.8474354559000048E-2	15	151	-6.73980237209105E2	-1.1401388059231792E2	141	38	1.3396030282486E0	2.7910776724542834E0	1.9131772460512764E-1	2.980473589262469E-1	3.141559440694572E-1	1.9647897239916834E-1	9.634199639218306E-2	-1.1401388059231792E2	2.1010338814514564E0	1.8564005027562782E0	2.1010338814514564E0	1.8564005027562782E0	141	8.835652385928312E-1	38	-8.037081857206582E2	-1.2972794851155322E2
5307	-6.639746940940931E2	18	140	3.373797943157742E0	2.3848779624276013E-2	18	140	-6.639746940940931E2	-1.3588528514893724E2	154	64	1.444438098435537E0	2.5367213138639575E0	1.9095989262017996E-1	2.974899046795318E-1	3.135683610565319E-1	1.9798184164375637E-1	4.581510583233699E-2	-1.3588528514893724E2	2.4043571198922216E0	2.0510615445698646E0	2.4043571198922216E0	2.0510615445698646E0	154	8.530602744494986E-1	64	-8.17089289265739E2	-1.531145951716459E2
5308	-6.712867034170907E2	20	135	2.879621564488132E0	5.202124371543194E-2	20	135	-6.712867034170907E2	-1.397453540381634E2	153	63	1.528934025747311E0	2.7342625664607136E0	1.7777837334075894E-1	3.0233684474862954E-1	3.186772640132337E-1	2.0120751789737784E-1	4.322761939340166E-2	-1.397453540381634E2	3.2173034074072895E0	1.9407397367947568E0	3.2173034074072895E0	1.9407397367947568E0	153	6.03219370708568E-1	63	-8.239651543432378E2	-1.5267845092614704E2
5309	-6.640939623478129E2	21	131	2.9989576244532308E0	5.654975097614638E-2	21	131	-6.640939623478129E2	-1.5094151196269348E2	156	66	1.575293316328697E0	2.4960641593189585E0	1.8268184182956748E-1	3.2660876705669784E-1	3.114364488661564E-1	1.7927294224757817E-1	2.6372352803907213E-2	-1.5094151196269348E2	1.1867471523451851E0	1.7131127137500095E0	1.1867471523451851E0	1.7131127137500095E0	156	1.4435364014690488E0	66	-8.351738590556506E2	-1.7107989670783775E2
5310	-6.644010890623397E2	18	133	3.599231290093312E0	5.8943343278030504E-2	18	133	-6.644010890623397E2	-1.3340136560910955E2	157	65	1.6305918394564856E0	2.641757104013028E0	1.910861956198069E-1	3.50836435332222E-1	2.907260217670999E-1	1.673513472808713E-1	2.768846786241871E-1	-1.3340136560910955E2	1.452281410264757E0	1.466280328166467E0	1.452281410264757E0	1.466280328166467E0	157	1.0096392598588437E0	65	-8.165677149410931E2	-1.5216662587875334E2
5311	-6.704524067979036E2	19	134	4.703140483120282E0	4.206968909362736E-2	19	134	-6.704524067979036E2	-1.421843015030467E2	159	69	1.9812565732390914E0	2.5645790326512548E0	1.9279561394407296E-1	3.5009503837728106E-1	2.901116517486151E-1	1.6699769593003086E-1	2.1280243682506703E-1	-1.421843015030467E2	1.057422080971923E0	1.4516045069928385E0	1.057422080971923E0	1.4516045069928385E0	159	1.3727768060778578E0	69	-8.353074858763471E2	-1.6485507907844348E2
5312	-6.622223279970858E2	22	124	4.6615378999522585E0	4.831249082103256E-2	22	124	-6.622223279970858E2	-1.6134777590479226E2	178	93	1.0197366888616746E0	2.4272465375626586E0	1.9279561394407296E-1	3.5009503837728106E-1	2.901116517486151E-1	1.6699769593003086E-1	2.786062419170897E-2	-1.6134777590479226E2	1.047365638195119E0	1.4638231344328914E0	1.047365638195119E0	1.4638231344328914E0	178	1.3976237915876597E0	93	-8.48632668480346E2	-1.8641034048326017E2
5313	-6.712273313684451E2	20	131	3.7933426800174144E0	5.6310366573228146E-2	20	131	-6.712273313684451E2	-1.5206925387593563E2	164	75	1.375740146619377E0	2.3434092660540244E0	1.9310294290125263E-1	3.506531130183851E-1	2.905741089050493E-1	1.6566983517531295E-1	4.247498772419618E-2	-1.5206925387593563E2	1.6640581417902078E0	1.3676427148537602E0	1.6640581417902078E0	1.3676427148537602E0	164	8.218719529730125E-1	75	-8.408402062546756E2	-1.6961287488623054E2
5314	-6.692167358884204E2	15	143	2.66514345064238E0	3.6239782309058534E-2	15	143	-6.692167358884204E2	-1.1333742984669273E2	148	51	1.8850254655835612E0	2.5406481897219635E0	1.9697509415013673E-1	3.376322376158252E-1	2.964007777366343E-1	1.689918904974038E-1	1.4624927598728585E-1	-1.1333742984669273E2	3.5507154681573283E0	1.6301127002652753E0	3.5507154681573283E0	1.6301127002652753E0	148	4.590941501463746E-1	51	-7.932343086217159E2	-1.2401757273329545E2
5315	-6.54737712475215E2	27	129	4.398613506585393E0	4.943971151304205E-2	27	129	-6.54737712475215E2	-1.9085918205283664E2	162	79	1.915327134905139E0	2.7049146758279083E0	1.4531505475388284E-1	3.324453151618812E-1	2.835065701115993E-1	2.3873305997263672E-1	2.1613502981725173E-2	-1.9085918205283664E2	2.606188548326824E0	1.5487730697748119E0	2.606188548326824E0	1.5487730697748119E0	162	5.942674680115243E-1	79	-8.597696451715105E2	-2.0503193269629566E2
5316	-6.634076433992931E2	19	140	4.148791438267283E0	5.342487453705247E-2	19	140	-6.634076433992931E2	-1.389253681632154E2	150	58	1.88544654467883E0	3.189534593308673E0	1.385748952852636E-1	3.1702547829376354E-1	3.116904979873504E-1	2.327091284336225E-1	7.437980214264989E-2	-1.389253681632154E2	2.7911982476615553E0	2.0009573134231116E0	2.7911982476615553E0	2.0009573134231116E0	150	7.168811155207261E-1	58	-8.189593612332856E2	-1.5555171783399248E2
5317	-6.741695341711892E2	21	146	3.9478189985267473E0	3.853723802454491E-2	21	146	-6.741695341711892E2	-1.467197301734601E2	158	77	1.347567482417544E0	3.002060027844676E0	1.7458749012357047E-1	3.121180376186414E-1	3.5771552644651705E-1	1.5557894581127107E-1	3.435864484901061E-2	-1.467197301734601E2	5.714669651342817E0	1.7763053529684834E0	5.714669651342817E0	1.7763053529684834E0	158	3.108325522457964E-1	77	-8.349386583456433E2	-1.6076912417445408E2
5318	-6.586583153571926E2	15	143	3.887852963831092E0	4.753981442325326E-2	15	143	-6.586583153571926E2	-1.2069902021134283E2	147	54	1.1921721830253214E0	3.6470088592843117E0	1.918900522390745E-1	3.280983930983296E-1	3.1276082780888886E-1	1.6725072685370704E-1	2.0805306654929374E-2	-1.2069902021134283E2	1.7246206591433473E0	1.7337318984607528E0	1.7246206591433473E0	1.7337318984607528E0	147	1.0052830396464874E0	54	-8.008234814934976E2	-1.4216516613630512E2
5319	-6.82410352402454E2	17	156	3.4850440171056536E0	2.796014862241413E-2	17	156	-6.82410352402454E2	-1.2333093546085388E2	146	51	1.3403440020183832E0	3.316875258362798E0	1.918900522390745E-1	3.280983930983296E-1	3.1276082780888886E-1	1.6725072685370704E-1	3.4555251906669936E-2	-1.2333093546085388E2	3.3590111737295176E0	2.1006547274499625E0	3.3590111737295176E0	2.1006547274499625E0	146	6.25378904327252E-1	51	-8.223985435844842E2	-1.3998819118203016E2
5320	-6.735402888545251E2	17	147	4.939059133338186E0	2.618463842185668E-2	17	147	-6.735402888545251E2	-1.2337387852153532E2	143	46	1.3403468356899357E0	2.982781077026402E0	1.578892320298126E-1	3.4528330609404745E-1	3.291424003109939E-1	1.6768506156514595E-1	9.915228757971543E-2	-1.2337387852153532E2	3.883569684616936E0	2.038865248778329E0	3.883569684616936E0	2.038865248778329E0	143	5.249977248649361E-1	46	-8.122582166985948E2	-1.3871792784406964E2
5321	-6.65022344091238E2	19	136	4.1782862707672574E0	4.693253290950555E-2	19	136	-6.65022344091238E2	-1.393150193640296E2	160	80	1.462354070090378E0	3.278585227301712E0	1.8425314001317294E-1	2.879923320652365E-1	2.9816766335725664E-1	2.295868645643339E-1	1.8374472202990065E-2	-1.393150193640296E2	3.0937702017164566E0	1.695012492383848E0	3.0937702017164566E0	1.695012492383848E0	160	5.478792482529689E-1	80	-8.198433445174081E2	-1.5482100042617014E2
5322	-6.467804944394236E2	22	129	3.573675731533195E0	5.8807261275536905E-2	22	129	-6.467804944394236E2	-1.5443132485491242E2	159	78	1.5106436977184337E0	3.219899567636861E0	1.8425314001317294E-1	2.879923320652365E-1	2.9816766335725664E-1	2.295868645643339E-1	1.6047324438735144E-2	-1.5443132485491242E2	1.0778275417805778E0	1.5040980383420635E0	1.0778275417805778E0	1.5040980383420635E0	159	1.395490447254005E0	78	-8.243929526963709E2	-1.7761245825694735E2
5323	-6.597615169010916E2	21	139	4.181158237245766E0	4.351559276564491E-2	21	139	-6.597615169010916E2	-1.4688214861278368E2	152	64	1.47557017218109E0	2.3986620262675746E0	1.8425314001317294E-1	2.879923320652365E-1	2.9816766335725664E-1	2.295868645643339E-1	3.6681591586265705E-3	-1.4688214861278368E2	3.2465813663666476E0	1.882108193553625E0	3.2465813663666476E0	1.882108193553625E0	152	5.79720013504529E-1	64	-8.21919039433763E2	-1.6215752253267144E2
5324	-6.574115981749204E2	20	129	4.387192959041741E0	4.869260082953037E-2	20	129	-6.574115981749204E2	-1.4845108413680347E2	163	86	1.3417576999691518E0	2.1278086805354106E0	1.7120336434737313E-1	3.23227955442999E-1	3.34648230093679E-1	1.7092045011594897E-1	1.3651830134107348E-1	-1.4845108413680347E2	3.2241757968695826E0	1.2724876619489647E0	3.2241757968695826E0	1.2724876619489647E0	163	3.946706824064769E-1	86	-8.178113667907961E2	-1.6039976861587567E2
5325	-6.611457734268006E2	20	133	5.286481484081767E0	5.797137617346323E-2	20	133	-6.611457734268006E2	-1.4483406750234911E2	155	64	1.3504241740598621E0	2.5390412242478764E0	1.7120336434737313E-1	3.23227955442999E-1	3.34648230093679E-1	1.7092045011594897E-1	2.8496612231718E-1	-1.4483406750234911E2	1.1781247217510666E0	1.8256579570966953E0	1.1781247217510666E0	1.8256579570966953E0	155	1.5496304622002917E0	64	-8.305703936866196E2	-1.6942462025981902E2
5326	-6.583199549374408E2	20	129	7.039510447685949E0	2.8216729710862688E-2	20	129	-6.583199549374408E2	-1.549255694960227E2	171	98	1.4505625358542973E0	2.749668464181394E0	1.7120336434737313E-1	3.23227955442999E-1	3.34648230093679E-1	1.7092045011594897E-1	4.687099132828773E-1	-1.549255694960227E2	1.7248511281853125E0	1.435838329834669E0	1.7248511281853125E0	1.435838329834669E0	171	8.324418880980708E-1	98	-8.292457210163525E2	-1.709257660789117E2
5327	-6.717359566875814E2	20	135	7.087916579323694E0	6.688877526539452E-2	20	135	-6.717359566875814E2	-1.48607437866066E2	169	95	1.4635086370241646E0	3.0246087912728483E0	1.7120336434737313E-1	3.23227955442999E-1	3.34648230093679E-1	1.7092045011594897E-1	4.472822713521823E-2	-1.48607437866066E2	1.923967107030341E0	1.562041764419245E0	1.923967107030341E0	1.562041764419245E0	169	8.118858990423539E-1	95	-8.388375972010145E2	-1.6710164051343313E2
5328	-6.639031220286948E2	24	120	4.934730866731525E0	8.056764634738578E-2	24	120	-6.639031220286948E2	-1.6882856446527938E2	188	130	9.86761259904518E-1	2.658646315715787E0	1.6616129681260552E-1	3.0513721694061735E-1	3.6734727913576615E-1	1.61354207111011E-1	3.593271309510374E-2	-1.6882856446527938E2	2.0724888381519984E0	1.5627981269731743E0	2.0724888381519984E0	1.5627981269731743E0	188	7.540682961490368E-1	130	-8.500018157153995E2	-1.8609869368670473E2
5329	-6.702998481783442E2	22	133	5.5709722529791605E0	6.886493427285609E-2	22	133	-6.702998481783442E2	-1.5912781728581447E2	167	79	1.3607612389275476E0	1.7873120969741807E0	1.2461247701901104E-1	3.2034170575904464E-1	3.856515936802172E-1	1.6939422354172717E-1	5.531165663735897E-2	-1.5912781728581447E2	1.6460701123236678E0	1.641571534381042E0	1.6460701123236678E0	1.641571534381042E0	167	9.97267079993163E-1	79	-8.510854231252532E2	-1.8078557494690907E2
5330	-6.521855033339212E2	30	115	3.615285892917984E0	8.160962712148248E-2	30	115	-6.521855033339212E2	-1.893091769463303E2	180	114	1.393794177990697E0	2.491884369862804E0	1.3123794354315435E-1	3.1193662878015316E-1	3.2839117281076036E-1	2.2843425486593208E-1	9.232764151305592E-2	-1.893091769463303E2	1.6703641730980727E0	1.4137895179483664E0	1.6703641730980727E0	1.4137895179483664E0	180	8.463959780256601E-1	114	-8.631591780555061E2	-2.1097367472158487E2
5331	-6.538317858752058E2	27	118	6.650909855684136E0	5.468558726276789E-2	27	118	-6.538317858752058E2	-1.865867745638287E2	189	132	1.4215933534615448E0	2.651524367511474E0	1.538138745919293E-1	3.045968405076153E-1	3.173904941884976E-1	2.2419879071195778E-1	1.3542035713872905E-1	-1.865867745638287E2	1.411937367245907E0	1.4742414824884555E0	1.411937367245907E0	1.4742414824884555E0	189	1.0441266848571884E0	132	-8.604033065799669E2	-2.0657152070476107E2
