iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	tn93:kappaPur	tn93:kappaPyr	tn93:pi[A]	tn93:pi[C]	tn93:pi[G]	tn93:pi[T]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
4020	-6.918776453128992E2	14	164	1.7349073632032268E0	2.5914298829822695E-2	14	164	-6.918776453128992E2	-9.287526103841903E1	131	21	1.6975670580496798E0	3.0656366373122323E0	2.261746384181672E-1	2.7636911673603287E-1	3.0298917802473047E-1	1.9446706682106954E-1	1.2354176386585314E-2	-9.287526103841903E1	3.656733930972088E0	1.9747095275238031E0	3.656733930972088E0	1.9747095275238031E0	131	5.400200191756517E-1	21	-8.058727889962572E2	-1.1399514368335798E2
4021	-6.948454301328994E2	20	160	1.7238295999202893E0	4.0104818758035427E-2	20	160	-6.948454301328994E2	-1.21990028971876E2	135	30	1.291158847993621E0	1.9107284718837159E0	2.1388510525320664E-1	3.045126685059968E-1	2.9770181483213226E-1	1.8390041140866425E-1	2.7379067591647294E-2	-1.21990028971876E2	4.082779387303059E0	2.0232823281367707E0	4.082779387303059E0	2.0232823281367707E0	135	4.955649414780846E-1	30	-8.381415971589909E2	-1.432961670260914E2
4022	-6.821581628270919E2	15	149	3.0313915063020023E0	3.628519547478598E-2	15	149	-6.821581628270919E2	-1.0766134407774659E2	137	34	1.1863147441956867E0	2.029876389261613E0	2.010511659160176E-1	2.8624072240491166E-1	3.398424411950204E-1	1.7286567048405038E-1	5.310485772563899E-3	-1.0766134407774659E2	1.3356858943425847E0	1.7690217548010019E0	1.3356858943425847E0	1.7690217548010019E0	137	1.3244294652611437E0	34	-8.208372476916529E2	-1.3867908486456102E2
4023	-6.828057230079147E2	22	153	3.3747421989583115E0	3.98073349066266E-2	22	153	-6.828057230079147E2	-1.575506248369618E2	157	75	1.1337103308843577E0	2.5471038320843804E0	2.010511659160176E-1	2.8624072240491166E-1	3.398424411950204E-1	1.7286567048405038E-1	1.890146139784186E-1	-1.575506248369618E2	4.43361418809939E0	1.9795440495268566E0	4.43361418809939E0	1.9795440495268566E0	157	4.464854102191177E-1	75	-8.627701674176286E2	-1.799644444097139E2
4024	-6.77950531776864E2	17	147	3.479275507052764E0	3.610743669251983E-2	17	147	-6.77950531776864E2	-1.2827318562670914E2	147	55	1.0060018140946065E0	2.5449347700206566E0	2.273261738238162E-1	3.1599226458094E-1	2.677707450154957E-1	1.889108165797481E-1	6.707558601210986E-2	-1.2827318562670914E2	2.3710182199116554E0	1.8095670435200102E0	2.3710182199116554E0	1.8095670435200102E0	147	7.632025044444555E-1	55	-8.334499781069638E2	-1.554994463300999E2
4025	-6.822259259936167E2	16	161	2.082845967179665E0	3.5488525554864314E-2	16	161	-6.822259259936167E2	-1.1338618118839864E2	140	40	1.0138457176746145E0	2.7775380362652373E0	1.7808598213270183E-1	3.5347203372023134E-1	2.938756906806316E-1	1.7456629346643535E-1	4.1716412036371435E-2	-1.1338618118839864E2	2.42389390283192E0	1.9989332984817765E0	2.42389390283192E0	1.9989332984817765E0	140	8.246785456023272E-1	40	-8.179435062510987E2	-1.3571758025748204E2
4026	-6.727102785858971E2	20	149	2.4785078596517183E0	5.418176379542488E-2	20	149	-6.727102785858971E2	-1.4037976101052368E2	148	54	1.0543256419931817E0	2.8769384210085986E0	1.946679593895584E-1	2.602025070810917E-1	3.212391022240403E-1	2.2389043130530967E-1	4.939112011105312E-2	-1.4037976101052368E2	2.1804112364831876E0	1.8728062317107859E0	2.1804112364831876E0	1.8728062317107859E0	148	8.589233995745951E-1	54	-8.343689035253582E2	-1.6165862493946113E2
4027	-6.722883593250655E2	24	144	3.115956389924108E0	6.18170181378729E-2	24	144	-6.722883593250655E2	-1.5459881468185057E2	155	62	1.458738350195346E0	2.511529402160682E0	1.802959904720319E-1	3.148203630797654E-1	2.975226241413833E-1	2.0736102230681938E-1	4.565002589657263E-2	-1.5459881468185057E2	3.106927720807109E0	1.7121789254688826E0	3.106927720807109E0	1.7121789254688826E0	155	5.510842476322872E-1	62	-8.447736190970147E2	-1.7248525977194922E2
4028	-6.577080114303053E2	25	134	3.202333042953477E0	5.890113620448458E-2	25	134	-6.577080114303053E2	-1.713587739612042E2	161	72	1.3155640109262632E0	2.6276366515788303E0	1.9948975734487853E-1	3.1002164281540673E-1	2.862883246016284E-1	2.0420027523808626E-1	1.986475459837058E-2	-1.713587739612042E2	1.7436328383535982E0	1.4365006689639623E0	1.7436328383535982E0	1.4365006689639623E0	161	8.238550211754206E-1	72	-8.536826744948581E2	-1.9597466306455283E2
4029	-6.401835338604263E2	25	124	2.785066016041303E0	9.309029279632616E-2	25	124	-6.401835338604263E2	-1.73653539293782E2	163	76	1.5784262197006236E0	2.711246290859436E0	1.9980843772946996E-1	3.1051689539217575E-1	2.851481863096653E-1	2.04526480568689E-1	4.912777908161833E-2	-1.73653539293782E2	2.9496095035506578E0	1.4819816794507246E0	2.9496095035506578E0	1.4819816794507246E0	163	5.024331789230935E-1	76	-8.305940953865256E2	-1.9041056152609923E2
4030	-6.575901030813076E2	27	132	2.917319182629326E0	7.115786114704042E-2	27	132	-6.575901030813076E2	-1.804872650707574E2	162	79	1.7775509507390497E0	2.3120273835065315E0	1.634705262255903E-1	3.425971833949229E-1	3.1460756863642025E-1	1.7932472174306657E-1	4.5327888474753456E-2	-1.804872650707574E2	2.3690354370926405E0	1.561567704366022E0	2.3690354370926405E0	1.561567704366022E0	162	6.591575963432739E-1	79	-8.545566594655438E2	-1.9696655638423627E2
4031	-6.497250317252085E2	23	129	2.7686434601732226E0	6.93358699782896E-2	23	129	-6.497250317252085E2	-1.6106437389338603E2	159	68	1.5066326234947598E0	2.7667551910068044E0	1.6952984296296775E-1	3.382959830544841E-1	3.2626904028124487E-1	1.6590513370130316E-1	4.006628945265637E-2	-1.6106437389338603E2	2.160756405879314E0	1.3419884534408797E0	2.160756405879314E0	1.3419884534408797E0	159	6.210734582525794E-1	68	-8.303838696986577E2	-1.8065883797344912E2
4032	-6.597311955166716E2	29	135	2.9676023804208E0	6.379483471065711E-2	29	135	-6.597311955166716E2	-1.9996110744727054E2	162	82	1.8359441162978514E0	2.2342846173211273E0	1.6952984296296775E-1	3.382959830544841E-1	3.2626904028124487E-1	1.6590513370130316E-1	9.895617269701666E-2	-1.9996110744727054E2	2.129641860477463E0	1.4782687368167695E0	2.129641860477463E0	1.4782687368167695E0	162	6.941395941969997E-1	82	-8.780760657420988E2	-2.1834487022542717E2
4033	-6.573205203430746E2	27	131	3.089775338225269E0	7.332996692602102E-2	27	131	-6.573205203430746E2	-1.7600719412639128E2	158	76	1.589545657728334E0	2.224259216044282E0	1.6330893488069267E-1	3.2588219101407895E-1	3.1429657765043184E-1	1.965122964547964E-1	3.8604359913676764E-2	-1.7600719412639128E2	1.721470749054867E0	1.6486880135177453E0	1.721470749054867E0	1.6486880135177453E0	158	9.577206086266169E-1	76	-8.526271130713975E2	-1.9530659272832295E2
4034	-6.62998257805851E2	20	145	2.2828382030834584E0	6.189088335333953E-2	20	145	-6.62998257805851E2	-1.380816520400469E2	148	56	1.0925559123172566E0	2.763343677800998E0	1.6330893488069267E-1	3.2588219101407895E-1	3.1429657765043184E-1	1.965122964547964E-1	1.689924753847163E-1	-1.380816520400469E2	1.5864041413335705E0	1.708666958250112E0	1.5864041413335705E0	1.708666958250112E0	148	1.0770691488574684E0	56	-8.260977796219776E2	-1.630995218161265E2
4035	-6.625171371143899E2	22	139	2.4632802055725556E0	5.814040740515399E-2	22	139	-6.625171371143899E2	-1.485593447951028E2	148	56	1.1419981396897931E0	2.074709007754866E0	1.5923426176883357E-1	3.1775120049400185E-1	3.314053616848069E-1	1.916091760523578E-1	1.7529168175823538E-2	-1.485593447951028E2	3.435712290239184E0	1.4760898693311866E0	3.435712290239184E0	1.4760898693311866E0	148	4.2963139653012844E-1	56	-8.282719090511058E2	-1.6575477193671588E2
4036	-6.565812009878068E2	22	136	2.6887124521859853E0	4.8570310474618884E-2	22	136	-6.565812009878068E2	-1.535823972779357E2	156	70	1.1327679141324474E0	2.9662818706129355E0	1.859174287868637E-1	3.0477602098532486E-1	2.989542983394367E-1	2.1035225188837484E-1	1.7339197935878674E-2	-1.535823972779357E2	2.0176322853317235E0	1.604046422246584E0	2.0176322853317235E0	1.604046422246584E0	156	7.950142520557749E-1	70	-8.321370063552054E2	-1.7555580536739853E2
4037	-6.601704570627309E2	19	141	3.125469614206379E0	5.108126099623485E-2	19	141	-6.601704570627309E2	-1.286806339028773E2	144	48	1.669712875802843E0	2.719972728045112E0	1.9150785968503709E-1	3.139404618656469E-1	3.0794368334483335E-1	1.866079951044828E-1	6.181093357286601E-2	-1.286806339028773E2	2.7913424011925376E0	1.5731502134151996E0	2.7913424011925376E0	1.5731502134151996E0	144	5.635819571053364E-1	48	-8.046378391600465E2	-1.444673820973157E2
4038	-6.480084150460796E2	19	122	4.190906411883437E0	4.5077396684661326E-2	19	122	-6.480084150460796E2	-1.4402739829778483E2	164	80	1.9141133722678532E0	2.6936536471427783E0	1.701042494735804E-1	3.0160347746596666E-1	3.3850735220646666E-1	1.8978492085398624E-1	2.4928311855836166E-1	-1.4402739829778483E2	1.655178319466816E0	1.6690178304909393E0	1.655178319466816E0	1.6690178304909393E0	164	1.0083613414103814E0	80	-8.143862877334361E2	-1.6637787268735653E2
4039	-6.612324162974915E2	19	132	6.356201774049086E0	4.874034590898944E-2	19	132	-6.612324162974915E2	-1.4415611752622863E2	159	67	1.261988230126277E0	2.6658515081222736E0	2.1927176906781007E-1	2.825993415002552E-1	3.171778907533885E-1	1.8095099867854628E-1	3.51560516936707E-2	-1.4415611752622863E2	1.701565969559599E0	1.6401499571609912E0	1.701565969559599E0	1.6401499571609912E0	159	9.639061820127353E-1	67	-8.343670703265965E2	-1.7313465402910506E2
4040	-6.541200282320527E2	20	128	5.711427501827934E0	4.876253583760242E-2	20	128	-6.541200282320527E2	-1.4457377848634252E2	163	78	1.170273566326595E0	2.7097179420303172E0	2.0309889677222567E-1	2.617556046146078E-1	3.4425701137597714E-1	1.908884872371894E-1	7.530020758495827E-2	-1.4457377848634252E2	1.5037713339891419E0	1.6405695432201122E0	1.5037713339891419E0	1.6405695432201122E0	163	1.0909700870996641E0	78	-8.231886103814464E2	-1.690685821493937E2
4041	-6.651803418982423E2	20	136	4.15350839699216E0	4.4044548963629505E-2	20	136	-6.651803418982423E2	-1.3963404880660391E2	157	71	1.6951029258725323E0	2.761054324025801E0	2.2076198884069237E-1	2.845199495579982E-1	3.0959505784792085E-1	1.8512300375338864E-1	5.5151653232932134E-2	-1.3963404880660391E2	3.1728031619907053E0	1.6301396012296587E0	3.1728031619907053E0	1.6301396012296587E0	157	5.137852926895293E-1	71	-8.215854066098458E2	-1.564050647116035E2
4042	-6.660643381038848E2	16	139	2.65495952580907E0	3.144146273848131E-2	16	139	-6.660643381038848E2	-1.2066991166925384E2	149	55	1.4207504114922618E0	1.766397482222837E0	2.072548647201781E-1	2.671118518432436E-1	3.0950501474904285E-1	2.161282686875355E-1	5.557348064624307E-2	-1.2066991166925384E2	1.5142500262072445E0	1.6893281433528449E0	1.5142500262072445E0	1.6893281433528449E0	149	1.1156203494241437E0	55	-8.088133283060521E2	-1.4274899020216728E2
4043	-6.664190465491072E2	18	140	2.8133414012855136E0	5.1930186172337404E-2	18	140	-6.664190465491072E2	-1.3009753030363078E2	150	57	1.4261927226282096E0	2.2946345891198185E0	2.0133941389222307E-1	2.5948796794900525E-1	3.292130642450887E-1	2.09959553913683E-1	2.464382859838154E-2	-1.3009753030363078E2	1.1437603982410438E0	1.6928985872068447E0	1.1437603982410438E0	1.6928985872068447E0	150	1.4801164560429831E0	57	-8.210482256218219E2	-1.5462917907271466E2
4044	-6.790978517904294E2	14	153	2.54465598209619E0	6.345879492691288E-2	14	153	-6.790978517904294E2	-1.064348385466063E2	141	39	1.1266147354724831E0	2.3186739584663E0	1.907547451930474E-1	2.7387962174334385E-1	3.3644391955802727E-1	1.9892171350558152E-1	2.4830690837935987E-2	-1.064348385466063E2	5.0504270751041105E0	1.8233168008427125E0	5.0504270751041105E0	1.8233168008427125E0	141	3.610223004368648E-1	39	-7.98197597862302E2	-1.1909974607187256E2
4045	-6.794151536583106E2	16	152	2.133303341716503E0	3.0622310923147274E-2	16	152	-6.794151536583106E2	-1.1037890404676601E2	138	33	1.4223451669944533E0	2.529093173787967E0	2.0165913718559417E-1	2.5415085731046705E-1	3.122083711386773E-1	2.3198163436526148E-1	3.2811398602626274E-2	-1.1037890404676601E2	9.850167105988196E-1	1.7310908264791438E0	9.850167105988196E-1	1.7310908264791438E0	138	1.7574228009053416E0	33	-8.11923746648385E2	-1.3250859299007436E2
4046	-6.788758722500144E2	15	150	2.2259404157216087E0	3.578302984149617E-2	15	150	-6.788758722500144E2	-1.0705667701670536E2	140	37	1.5091819145610657E0	2.1623459013905277E0	1.4839472245861055E-1	2.909342060458448E-1	3.4636567547822783E-1	2.1430539601731674E-1	4.428403083780088E-2	-1.0705667701670536E2	6.078980606646369E0	1.71176471589908E0	6.078980606646369E0	1.71176471589908E0	140	2.8158746123117184E-1	37	-7.969350546875736E2	-1.1805918243755922E2
4047	-6.706083049695576E2	19	149	2.1544524981866653E0	2.69964369054004E-2	19	149	-6.706083049695576E2	-1.2834536441076503E2	141	39	1.7864911420079248E0	2.6551471599988488E0	1.4244684888674256E-1	3.193545812903339E-1	3.324828418218371E-1	2.057157280010864E-1	5.473419795169089E-2	-1.2834536441076503E2	1.0504742577657378E0	1.6636028325947236E0	1.0504742577657378E0	1.6636028325947236E0	141	1.5836683481735707E0	39	-8.27395829522331E2	-1.5678752455277348E2
4048	-6.799313093320982E2	14	153	2.552947193666363E0	3.178284146160739E-2	14	153	-6.799313093320982E2	-1.0157888823699375E2	137	31	1.6991128607355057E0	2.6312086512376256E0	1.6789625577155873E-1	2.963842778569548E-1	3.3095132649102654E-1	2.047681398804599E-1	7.910433769899926E-2	-1.0157888823699375E2	1.2813559462126198E0	1.8556551614173753E0	1.2813559462126198E0	1.8556551614173753E0	137	1.4481964725744207E0	31	-8.097466408123101E2	-1.29815331480212E2
4049	-6.876360780442769E2	19	153	1.7122717571880552E0	3.459702927583099E-2	19	153	-6.876360780442769E2	-1.3082012778716242E2	143	41	1.722175956272468E0	2.4696087583301662E0	1.6906585361749857E-1	2.9844894815802203E-1	3.2629060380981506E-1	2.0619459441466434E-1	2.7496328067574318E-2	-1.3082012778716242E2	1.4818053569200005E0	2.0489042576441916E0	1.4818053569200005E0	2.0489042576441916E0	143	1.3827080919068426E0	41	-8.453021776508197E2	-1.5766609960654273E2
4050	-6.761355931263278E2	21	148	1.4827554710797204E0	6.640559943786935E-2	21	148	-6.761355931263278E2	-1.35225642531017E2	140	35	1.514383038565184E0	2.516805387685039E0	1.8707728214650635E-1	3.302442029908962E-1	3.1027785660747853E-1	1.7240065825511908E-1	1.3316032503367293E-2	-1.35225642531017E2	1.1852313109661903E0	1.5398689570668371E0	1.1852313109661903E0	1.5398689570668371E0	140	1.2992138689042474E0	35	-8.382711852772036E2	-1.6213559215087585E2
4051	-6.672328519389757E2	31	139	1.4551862823407513E0	6.930684456470773E-2	31	139	-6.672328519389757E2	-1.6731998072785302E2	143	40	1.9001316649675601E0	3.430198731205378E0	1.8879525176910744E-1	3.4294205730944183E-1	3.1181111311838366E-1	1.5645157780306718E-1	3.0837088039441657E-2	-1.6731998072785302E2	1.3431734090891527E0	1.5566170686800327E0	1.3431734090891527E0	1.5566170686800327E0	143	1.1589099800119054E0	40	-8.561646220038214E2	-1.8893177006484564E2
4052	-6.67511383540433E2	25	143	1.4828808393044237E0	4.824460415863019E-2	25	143	-6.67511383540433E2	-1.425495370209189E2	140	34	1.1245249310172623E0	2.5053751712772314E0	1.776565306334404E-1	3.22708836895967E-1	2.91647631242537E-1	2.079870012280557E-1	2.3075421539556624E-2	-1.425495370209189E2	1.1476828401336885E0	1.6611434169008232E0	1.1476828401336885E0	1.6611434169008232E0	140	1.4473889116502987E0	34	-8.363614694555214E2	-1.6885008591508833E2
4053	-6.924678384396077E2	19	159	1.2726902076795275E0	2.6507455275249163E-2	19	159	-6.924678384396077E2	-1.1498034136761872E2	136	25	1.5750381903302855E0	2.614181340574396E0	1.528894334689427E-1	3.120701593830362E-1	3.3842305367975745E-1	1.9661735346826364E-1	1.4195909380358288E-1	-1.1498034136761872E2	1.9011595285526954E0	1.8396795749373422E0	1.9011595285526954E0	1.8396795749373422E0	136	9.676618649345243E-1	25	-8.256469911610205E2	-1.3317915272141283E2
4054	-6.842250971696819E2	14	155	1.4068462931584338E0	2.0936980685217356E-2	14	155	-6.842250971696819E2	-9.94935530722919E1	137	27	1.44866613312722E0	2.0244288772437278E0	1.624284919027973E-1	3.1762133839916884E-1	3.1106549087386465E-1	2.0888467882416928E-1	1.4844346848752074E-1	-9.94935530722919E1	3.9319372704469497E0	2.130400963327689E0	3.9319372704469497E0	2.130400963327689E0	137	5.41819672287275E-1	27	-7.99319340711839E2	-1.1509424354215703E2
4055	-6.976310689148124E2	20	167	1.3729668971363678E0	2.861006998170802E-2	20	167	-6.976310689148124E2	-1.2259402329386675E2	137	30	1.6257708557376758E0	2.559168622987962E0	1.694299296174674E-1	3.0980383054935157E-1	3.082058167452563E-1	2.125604230879247E-1	3.726379690215257E-2	-1.2259402329386675E2	2.232098070995392E0	2.530118950670714E0	2.232098070995392E0	2.530118950670714E0	137	1.133516032986141E0	30	-8.42503721679154E2	-1.448726527643415E2
4056	-6.968187806779545E2	20	162	1.4057822104224733E0	4.2982956234738495E-2	20	162	-6.968187806779545E2	-1.2707295551425105E2	139	32	1.5045191287774224E0	2.255474937473509E0	1.8548329221444035E-1	2.819821012158099E-1	3.374080937094186E-1	1.951265128603312E-1	9.179421104799447E-2	-1.2707295551425105E2	3.2930578772842627E0	2.0592050278828897E0	3.2930578772842627E0	2.0592050278828897E0	139	6.253169864056828E-1	32	-8.405887181543841E2	-1.4376993747642962E2
4057	-6.933380410484905E2	18	157	1.4106117197282573E0	3.6919798967910325E-2	18	157	-6.933380410484905E2	-1.1048986088974168E2	137	24	1.2151168547599454E0	2.0675464618530124E0	1.9620860229711665E-1	2.803566789891194E-1	3.294329686296951E-1	1.9400175008406884E-1	8.318573252035574E-2	-1.1048986088974168E2	2.6662012304319753E0	1.96719670963416E0	2.6662012304319753E0	1.96719670963416E0	137	7.378275454907943E-1	24	-8.237182314164718E2	-1.3038019036798136E2
4058	-6.918547422410198E2	20	165	1.6458430993477573E0	3.9817250849896714E-2	20	165	-6.918547422410198E2	-1.3011452035951552E2	138	33	1.1972654758188956E0	2.5119412211391308E0	1.9620860229711665E-1	2.803566789891194E-1	3.294329686296951E-1	1.9400175008406884E-1	1.169211145204516E-2	-1.3011452035951552E2	4.946341722559695E0	2.2751635867458657E0	4.946341722559695E0	2.2751635867458657E0	138	4.5996894560865187E-1	33	-8.400887544451876E2	-1.4823401220416784E2
4059	-6.865968104718395E2	16	157	1.715384855313822E0	3.0078208022807446E-2	16	157	-6.865968104718395E2	-1.0459140860334523E2	138	27	1.372568122769716E0	1.9846845946950729E0	1.6362135903377756E-1	3.4882219604691955E-1	3.227707321500566E-1	1.647857127692463E-1	3.3241336711453836E-3	-1.0459140860334523E2	3.1514107881725724E0	1.856623840226085E0	3.1514107881725724E0	1.856623840226085E0	138	5.891405357861E-1	27	-8.061206048794013E2	-1.1952379440756184E2
4060	-7.010186359514138E2	13	162	1.6431180485454306E0	2.943940808658891E-2	13	162	-7.010186359514138E2	-9.244767358972106E1	135	25	9.585473695616991E-1	2.332628376056051E0	1.8027340191792393E-1	3.049133328133859E-1	3.332570112208957E-1	1.815562540477945E-1	5.930144049821828E-2	-9.244767358972106E1	1.10986275919209E0	1.790838143208074E0	1.10986275919209E0	1.790838143208074E0	135	1.6135671986252527E0	25	-8.207898266781003E2	-1.1977119072668651E2
4061	-7.056656258457998E2	11	167	1.4577149584995552E0	1.7587280486389648E-2	11	167	-7.056656258457998E2	-7.784866257582986E1	127	15	1.7684043832150595E0	2.0633394976976254E0	2.0756534565718365E-1	3.14511526525994E-1	2.906517675124157E-1	1.8727136030440655E-1	4.393024747376845E-2	-7.784866257582986E1	1.3821222160958018E0	2.0031513615962897E0	1.3821222160958018E0	2.0031513615962897E0	127	1.44933012310211E0	15	-8.022299341836358E2	-9.656430833783597E1
4062	-7.022000091177863E2	13	168	1.2486883840809933E0	1.9421710777922225E-2	13	168	-7.022000091177863E2	-8.311768953499107E1	129	16	1.8139408806547603E0	1.94309162619688E0	1.4746395170793922E-1	3.01913922313865E-1	3.3161473158636906E-1	2.190073943918268E-1	4.3236453306929185E-2	-8.311768953499107E1	2.0902845242489616E0	2.1761966364653684E0	2.0902845242489616E0	2.1761966364653684E0	129	1.0411006785056092E0	16	-8.036178257299116E2	-1.014178166121253E2
4063	-7.023270436372362E2	13	162	1.5183176055261802E0	1.9108568909140578E-2	13	162	-7.023270436372362E2	-8.542130667544023E1	130	17	1.6519384787900284E0	2.9379638284831504E0	2.2357686285565884E-1	2.749595810993543E-1	3.0200875462964866E-1	1.9945480141533817E-1	4.0369707307511056E-2	-8.542130667544023E1	4.959325645412034E0	2.211058373801247E0	4.959325645412034E0	2.211058373801247E0	130	4.4583851351780834E-1	17	-8.035419063935354E2	-1.0121486275629927E2
4064	-6.985044378332246E2	14	157	1.2771817319404906E0	2.2655175942192383E-2	14	157	-6.985044378332246E2	-8.849504876972006E1	131	18	1.0485938973445015E0	2.349943216584901E0	2.264073823362118E-1	2.5597171629438437E-1	3.0583223462824155E-1	2.1178866674116226E-1	8.164327266102035E-3	-8.849504876972006E1	1.6921586332143803E0	2.056412603032322E0	1.6921586332143803E0	2.056412603032322E0	131	1.2152599423412298E0	18	-8.09648239523981E2	-1.1114380169075639E2
4065	-7.050395063406152E2	19	156	1.399631929987022E0	3.45553831392584E-2	19	156	-7.050395063406152E2	-1.1159109529067914E2	133	24	1.6121327786779391E0	1.759640288953587E0	2.264073823362118E-1	2.5597171629438437E-1	3.0583223462824155E-1	2.1178866674116226E-1	7.914506156308303E-3	-1.1159109529067914E2	3.88061164436874E0	1.8688606165902568E0	3.88061164436874E0	1.8688606165902568E0	133	4.815891895037244E-1	24	-8.357557465330816E2	-1.3071624019246642E2
4066	-6.90443538251637E2	18	156	1.3098146605841E0	2.8138675502218134E-2	18	156	-6.90443538251637E2	-1.0425096303290042E2	132	21	1.2778416144025513E0	2.1153184753448016E0	2.085741126552555E-1	3.145760643358181E-1	2.817429639473243E-1	1.951068590616021E-1	6.200706087635661E-2	-1.0425096303290042E2	2.6284287626206484E0	1.9053685373732272E0	2.6284287626206484E0	1.9053685373732272E0	132	7.249078097416263E-1	21	-8.121646194509982E2	-1.2172108119936111E2
4067	-6.909183330073324E2	17	155	1.142480561786058E0	2.401633646090369E-2	17	155	-6.909183330073324E2	-1.0620075403435344E2	133	21	1.999758965218841E0	2.012108141754154E0	1.9870540571585132E-1	3.14441980974116E-1	2.8765303385024305E-1	1.991995794597895E-1	5.9045303896649554E-2	-1.0620075403435344E2	2.7614597291243133E0	1.6589980613632198E0	2.7614597291243133E0	1.6589980613632198E0	133	6.007685152407799E-1	21	-8.159745502445878E2	-1.2505621723725538E2
4068	-6.861004149830057E2	19	155	1.182608318773493E0	3.597265673675765E-2	19	155	-6.861004149830057E2	-1.1570732905568386E2	136	25	1.5853169981216189E0	2.452100597272791E0	1.9870540571585132E-1	3.14441980974116E-1	2.8765303385024305E-1	1.991995794597895E-1	4.861920137608792E-2	-1.1570732905568386E2	2.7320250687600973E0	2.0350312760457974E0	2.7320250687600973E0	2.0350312760457974E0	136	7.448801620877425E-1	25	-8.217360650867705E2	-1.356356501037648E2
4069	-6.937119398566952E2	17	155	1.1953405494381735E0	3.216120560411241E-2	17	155	-6.937119398566952E2	-1.0399815782946035E2	135	23	1.6635375546788198E0	2.201812187191866E0	2.0080481098442324E-1	3.136181377131903E-1	2.868993780798264E-1	1.9867767322256E-1	1.9420215571883744E-3	-1.0399815782946035E2	3.083153808085269E0	2.1524834956906487E0	3.083153808085269E0	2.1524834956906487E0	135	6.981434043432966E-1	23	-8.229569957695289E2	-1.292450559128338E2
4070	-6.957910571578449E2	15	161	1.0542938040592802E0	2.8078619554493516E-2	15	161	-6.957910571578449E2	-9.101978266177181E1	132	17	1.904001941229228E0	2.3066189705563875E0	1.959390472103324E-1	3.070408254213723E-1	2.936604294882979E-1	2.0335969787999747E-1	7.978234476130507E-2	-9.101978266177181E1	3.6540464499909726E0	2.19632036553469E0	3.6540464499909726E0	2.19632036553469E0	132	6.01065256173773E-1	17	-8.01834680429759E2	-1.0604362327191419E2
4071	-6.813956261073668E2	21	148	1.0949441012841126E0	3.149062419149124E-2	21	148	-6.813956261073668E2	-1.2208776280088442E2	136	26	1.7604436516422934E0	2.4458756695037365E0	1.9486292411795983E-1	3.1084664861206585E-1	2.920476076746388E-1	2.022428195953355E-1	1.8585998398296094E-1	-1.2208776280088442E2	3.8772267503489113E0	1.911191810548585E0	3.8772267503489113E0	1.911191810548585E0	136	4.929275313538464E-1	26	-8.227421340760253E2	-1.4134650796865856E2
4072	-6.991096810467288E2	16	166	1.2896428608535324E0	4.070069367402282E-2	16	166	-6.991096810467288E2	-9.824054261023069E1	132	22	1.572131984714989E0	2.142568766747705E0	1.9547791514073395E-1	2.945738234402766E-1	3.196462740758208E-1	1.9030198734316853E-1	1.0891636017908123E-2	-9.824054261023069E1	1.7965100252296098E0	1.6935362055395022E0	1.7965100252296098E0	1.6935362055395022E0	132	9.426811883908376E-1	22	-8.176612870584572E2	-1.1855160601172832E2
4073	-6.906950731791902E2	19	161	1.610293181231444E0	3.744958167670219E-2	19	161	-6.906950731791902E2	-1.1910879623553829E2	136	31	1.299667431812506E0	2.082069972105397E0	2.1290365128628322E-1	3.2083339204146755E-1	2.5899663749124496E-1	2.0726631918100433E-1	1.1951532274582496E-1	-1.1910879623553829E2	2.1765467409557036E0	2.0092831858877913E0	2.1765467409557036E0	2.0092831858877913E0	136	9.231518662473253E-1	31	-8.308336890965593E2	-1.401386159173691E2
4074	-6.93337662294749E2	16	163	1.810449315831694E0	3.930641421812329E-2	16	163	-6.93337662294749E2	-1.015985362596584E2	132	22	1.2117604373484951E0	2.2865900983367804E0	2.1089863733436673E-1	3.52694793983031E-1	2.847171396999284E-1	1.51689428982674E-1	1.2186044901957818E-2	-1.015985362596584E2	2.1050820080466077E0	1.6336949724229597E0	2.1050820080466077E0	1.6336949724229597E0	132	7.760718899207791E-1	22	-8.153428571813871E2	-1.2200519488663818E2
4075	-6.920855644811292E2	16	160	1.3722955022644583E0	3.672509494455955E-2	16	160	-6.920855644811292E2	-1.0241577802015445E2	133	25	2.210451864993721E0	2.6448009893740863E0	1.950971978999347E-1	3.5975736628316757E-1	2.9041848663933223E-1	1.5472694917756555E-1	3.08099647696603E-1	-1.0241577802015445E2	2.6041224697893046E0	1.744245052372112E0	2.6041224697893046E0	1.744245052372112E0	133	6.69801467714088E-1	25	-8.118925432454904E2	-1.1980697876436125E2
4076	-6.86421425155296E2	14	159	1.4566005114822733E0	3.3787832023349125E-2	14	159	-6.86421425155296E2	-9.192332174918342E1	131	21	1.6542989300676487E0	2.5241615791831387E0	2.2387941019993857E-1	2.6530393688741055E-1	3.332632154630972E-1	1.7755343744955365E-1	8.402137424369854E-2	-9.192332174918342E1	2.7112843414322456E0	2.0162743738436966E0	2.7112843414322456E0	2.0162743738436966E0	131	7.436602436093414E-1	21	-7.927848668617329E2	-1.0636344170643686E2
